sentence,source,title,sentence_length,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
"Om een antwoord te krijgen op de vraag, bespreek ik in het eerste deel van het artikel drie socio-technische ontwikkelingen die het huidige kader onder druk zetten.",HybridSumEP,AISurveillance,29,13.29555555555556,15.794444444444444,12.72039807407408,47.83000000000001,15.244444444444447,52.925925925925924,12.486832980505138,7.0,19.59607037037037,0,0,0,0,1,0,0,0,0
Deze ontwikkelingen zijn verweven en moeten niet als losstaand worden gezien.  ,HybridSumEP,AISurveillance,13,11.22727272727273,12.329999999999998,16.78854927272728,34.16090909090911,11.672727272727274,38.27272727272727,10.745966692414834,3.0,19.972099999999998,1,2,0,0,0,0,0,0,0
Exploratie door de lens van de relationele ethiek.,HybridSumEP,AISurveillance,9,5.230000000000004,7.297499999999999,11.370003750000002,71.81500000000001,8.200000000000001,33.0,8.477225575051662,2.0,17.84955,0,0,0,0,0,1,0,0,0
Technologische vooruitgang heeft nieuwe mogelijkheden gecreÃ«erd om data te verzamelen en te analyseren sinds het einde van de twintigste eeuw.,HybridSumEP,AISurveillance,23,14.514285714285716,16.432857142857138,16.949412285714295,28.40571428571431,16.019047619047623,49.57142857142857,13.954451150103322,6.0,20.4681,0,1,0,0,0,0,0,0,0
Big data en AI zijn met veel interesse door de politie omarmd in de eenentwintigste eeuw.,HybridSumEP,AISurveillance,17,8.350000000000005,8.059375,9.1768111875,63.69500000000002,13.9,34.75,12.486832980505138,3.0,16.2726,1,0,0,0,0,1,0,0,0
Algoritmische surveillance is het gebruik van deze technologieÃ«n door de politie.,HybridSumEP,AISurveillance,14,8.756666666666668,12.044999999999995,16.03272016666667,53.65500000000001,14.8,53.666666666666664,12.486832980505138,5.0,17.390033333333335,1,0,0,0,0,1,0,0,0
"Om een antwoord te krijgen op de vraag, bespreek ik in het eerste deel van het artikel drie socio-technische ontwikkelingen die het huidige kader onder druk zetten.",HybridSumEP,AISurveillance,29,13.29555555555556,15.794444444444444,12.72039807407408,47.83000000000001,15.244444444444447,52.925925925925924,12.486832980505138,7.0,19.59607037037037,0,0,0,0,1,0,0,0,0
Deze ontwikkelingen zijn verweven en niet losstaand.,HybridSumEP,AISurveillance,8,10.740000000000002,12.348571428571425,17.77148385714286,30.53000000000002,14.228571428571428,49.857142857142854,10.745966692414834,3.0,19.773699999999998,1,0,0,0,0,0,0,0,0
Sinds het einde van de twintigste eeuw is er in het Westen meer samenwerking met de private sector en spelen private partijen een grotere rol in politiewerk.,HybridSumEP,AISurveillance,28,12.858518518518522,14.747777777777777,11.41376451851852,50.96333333333334,15.244444444444447,52.925925925925924,12.486832980505138,7.0,18.426440740740745,1,0,0,0,0,1,0,0,1
"Door feedback loops, die veroorzaakt worden door steekproefbias, worden politieagenten herhaaldelijk naar dezelfde wijken gestuurd, ongeacht het werkelijke misdaadcijfer.",HybridSumEP,AISurveillance,23,19.146315789473686,24.758421052631583,28.442915368421055,-8.365789473684202,20.231578947368423,71.63157894736841,16.41640786499874,10.0,17.875742105263157,0,2,0,0,1,0,0,0,0
Dit leidt tot overpolicing en stigmatisering van bepaalde wijken en gemeenschappen.,HybridSumEP,AISurveillance,12,14.445454545454545,14.899090909090908,19.995740727272732,11.088181818181845,15.309090909090907,47.36363636363637,12.486832980505138,4.0,19.972099999999998,0,0,0,0,0,1,0,0,0
Deze risico's op discriminatie en stigmatisering door het gebruik van big data-analyses worden bevestigd door de uitspraak in Nederland over het gebruik van SyRI.,HybridSumEP,AISurveillance,25,16.344,16.8808,15.237288280000008,22.412000000000038,18.0,57.0,15.24744871391589,8.0,17.5085,0,1,0,0,0,1,0,0,0
"Daarnaast toont de uitspraak ook aan dat big data-technologie sociale gevolgen heeft, zoals het criminaliseren van armoede en kansarmoede en de toename van ongelijkheid in de samenleving.",HybridSumEP,AISurveillance,29,16.35481481481482,19.806666666666665,17.72916003703704,25.89666666666668,19.68888888888889,67.74074074074073,16.41640786499874,11.0,19.59607037037037,0,1,0,0,0,1,0,0,0
De politie is niet verplicht DPIA's te publiceren volgens de politie- en justitierichtlijn.,HybridSumEP,AISurveillance,14,8.412857142857145,11.138571428571431,14.005010000000006,59.682142857142885,17.02857142857143,56.857142857142854,13.954451150103322,6.0,18.99304285714286,1,0,0,0,0,1,0,1,0
Het huidige wettelijke kader betreft alleen toepassingen van algoritmische surveillance die persoonsgegevens verzamelen en verwerken.,HybridSumEP,AISurveillance,16,20.153333333333332,23.122,28.481538533333342,-22.709999999999955,24.666666666666668,75.0,17.491376746189438,9.0,19.117833333333333,0,0,0,1,0,0,0,1,0
De EU heeft intussen een voorstel van AI-wet gepubliceerd met als doel de grondrechten van het individu te beschermen tegen de nadelige gevolgen van AI en de regelgeving van lidstaten te harmoniseren om mogelijke handelsbelemmeringen op de interne markt weg te nemen.,HybridSumEP,AISurveillance,43,20.17571428571428,24.802142857142854,14.993938738095245,25.219285714285746,28.228571428571428,75.33333333333334,21.973665961010276,14.0,21.133747619047618,0,1,0,0,0,1,0,1,0
De nadelen van AI worden gerangschikt van laag naar hoog risico.,HybridSumEP,AISurveillance,12,5.863636363636363,6.7636363636363654,9.839634454545457,72.61545454545455,15.309090909090907,29.181818181818183,12.486832980505138,2.0,19.972099999999998,0,1,0,0,0,0,0,1,0
"De verordening spreekt over risico's voor individuen en de samenleving, maar maakt niet duidelijk wat deze risico's precies zijn.",HybridSumEP,AISurveillance,21,11.704761904761906,13.068571428571424,12.749518714285717,48.54857142857145,19.82857142857143,49.57142857142857,16.41640786499874,6.0,19.71619523809524,1,0,0,0,0,1,0,1,0
Er wordt een hoopvolle verordening voorgesteld met betrekking tot controle- en handhavingsmechanismen.,HybridSumEP,AISurveillance,13,14.656666666666666,19.502500000000005,25.34248425,11.355000000000025,18.133333333333333,62.0,13.954451150103322,6.0,18.705866666666665,0,1,0,0,0,1,0,0,0
Er wordt ook benadrukt dat deze mechanismen versterkt kunnen worden door een Europees coÃ¶rdinatiemechanisme dat audits van AI-systemen vergemakkelijkt met nieuwe eisen.,HybridSumEP,AISurveillance,23,17.493043478260876,19.96826086956522,20.237064086956522,10.611739130434785,16.156521739130437,53.434782608695656,13.954451150103322,7.0,19.19425652173913,0,3,0,0,0,0,0,0,0
Er zal ook een systeem opgezet worden om autonome AI-toepassingen met een hoog risico te registreren in een openbare databank voor de hele EU.,HybridSumEP,AISurveillance,25,12.453333333333333,13.7275,11.875660083333337,48.52500000000002,19.6,53.16666666666667,16.41640786499874,7.0,19.301066666666667,0,2,0,0,0,0,0,0,0
De manier waarop deze beoordelingen toegepast en gehandhaafd worden blijft echter vaag.,HybridSumEP,AISurveillance,13,11.706666666666667,14.0075,18.482658083333334,32.505,14.8,37.0,12.486832980505138,3.0,20.021700000000003,0,1,0,0,0,0,0,1,0
"De verordening schiet ook tekort op democratisch vlak, omdat burgers of het middenveld niet betrokken worden bij deze mechanismen.",HybridSumEP,AISurveillance,21,13.556842105263158,15.338421052631581,16.683213368421058,31.70789473684212,18.126315789473683,50.578947368421055,15.24744871391589,6.0,19.53784736842105,0,1,0,0,0,1,0,1,0
De gevolgen van AI worden gerangschikt van laag naar hoog risico.,HybridSumEP,AISurveillance,12,5.863636363636363,7.191818181818181,10.374166363636366,72.61545454545455,15.309090909090907,29.181818181818183,12.486832980505138,2.0,19.972099999999998,0,1,0,0,0,0,0,1,0
"De verordening spreekt over risico's voor individuen en de samenleving, maar maakt niet duidelijk wat deze precies zijn.",HybridSumEP,AISurveillance,20,11.07263157894737,12.859473684210528,13.588554947368419,49.518421052631595,18.126315789473683,50.578947368421055,15.24744871391589,6.0,19.53784736842105,1,0,0,0,0,1,0,1,0
Er wordt een verordening voorgesteld met controle- en handhavingsmechanismen.,HybridSumEP,AISurveillance,10,14.142222222222227,18.133333333333333,24.683944555555563,9.700000000000008,16.933333333333334,53.44444444444444,12.486832980505138,4.0,18.118455555555556,0,1,0,0,0,1,0,0,0
Er wordt ook benadrukt dat deze versterkt kunnen worden door een Europees coÃ¶rdinatiemechanisme met nieuwe eisen.,HybridSumEP,AISurveillance,17,12.55764705882353,13.944705882352942,16.00850582352941,35.309411764705914,11.505882352941178,40.529411764705884,10.745966692414834,4.0,18.41205294117647,0,3,0,0,0,0,0,0,0
Er zal ook een systeem opgezet worden om AI-toepassingen met een hoog risico te registreren in een openbare databank voor de EU.,HybridSumEP,AISurveillance,23,11.22636363636364,12.263636363636365,11.18451081818182,53.75954545454549,17.89090909090909,49.27272727272727,15.24744871391589,6.0,19.082245454545458,0,2,0,0,0,0,0,0,0
Hoe deze beoordelingen toegepast en gehandhaafd worden blijft echter vaag.,HybridSumEP,AISurveillance,11,11.91,13.714000000000006,18.871514400000002,27.48500000000002,16.0,40.0,12.486832980505138,3.0,18.3435,0,1,0,0,0,0,1,0,0
"De verordening schiet ook tekort op democratisch vlak, omdat burgers of het middenveld niet betrokken worden.",HybridSumEP,AISurveillance,18,12.037500000000005,13.652499999999996,16.159134250000005,37.257500000000036,16.400000000000002,47.25,13.954451150103322,5.0,19.233225,0,1,0,0,0,1,0,1,0
De nadelen van AI worden gerangschikt van laag naar hoog risico.,HybridSumEP,AISurveillance,12,5.863636363636363,6.7636363636363654,9.839634454545457,72.61545454545455,15.309090909090907,29.181818181818183,12.486832980505138,2.0,19.972099999999998,0,1,0,0,0,0,0,1,0
"De verordening spreekt over risico's voor individuen en de samenleving, maar maakt niet duidelijk wat deze zijn.",HybridSumEP,AISurveillance,19,10.441111111111113,11.905000000000001,12.93468838888889,52.26500000000003,18.311111111111114,45.77777777777778,15.24744871391589,5.0,19.442077777777776,1,0,0,0,0,1,0,1,0
Er wordt een verordening voorgesteld met controle- en handhavingsmechanismen.,HybridSumEP,AISurveillance,10,14.142222222222227,18.133333333333333,24.683944555555563,9.700000000000008,16.933333333333334,53.44444444444444,12.486832980505138,4.0,18.118455555555556,0,1,0,0,0,1,0,0,0
Er wordt ook benadrukt dat deze versterkt kunnen worden door een Europees coÃ¶rdinatiemechanisme met nieuwe eisen.,HybridSumEP,AISurveillance,17,12.55764705882353,13.944705882352942,16.00850582352941,35.309411764705914,11.505882352941178,40.529411764705884,10.745966692414834,4.0,18.41205294117647,0,3,0,0,0,0,0,0,0
Er zal ook een systeem opgezet worden om AI-toepassingen met een hoog risico te registreren in een openbare databank voor de EU.,HybridSumEP,AISurveillance,23,11.22636363636364,12.263636363636365,11.18451081818182,53.75954545454549,17.89090909090909,49.27272727272727,15.24744871391589,6.0,19.082245454545458,0,2,0,0,0,0,0,0,0
Hoe deze beoordelingen toegepast en gehandhaafd worden blijft echter vaag.,HybridSumEP,AISurveillance,11,11.91,13.714000000000006,18.871514400000002,27.48500000000002,16.0,40.0,12.486832980505138,3.0,18.3435,0,1,0,0,0,0,1,0,0
"De verordening schiet ook tekort op democratisch vlak, omdat burgers of het middenveld niet betrokken worden.",HybridSumEP,AISurveillance,18,12.037500000000005,13.652499999999996,16.159134250000005,37.257500000000036,16.400000000000002,47.25,13.954451150103322,5.0,19.233225,0,1,0,0,0,1,0,1,0
De nadelen van AI worden gerangschikt van laag naar hoog risico.,HybridSumEP,AISurveillance,12,5.863636363636363,6.7636363636363654,9.839634454545457,72.61545454545455,15.309090909090907,29.181818181818183,12.486832980505138,2.0,19.972099999999998,0,1,0,0,0,0,0,1,0
"De verordening spreekt over risico's voor individuen en de samenleving, maar maakt niet duidelijk wat deze zijn.",HybridSumEP,AISurveillance,19,10.441111111111113,11.905000000000001,12.93468838888889,52.26500000000003,18.311111111111114,45.77777777777778,15.24744871391589,5.0,19.442077777777776,1,0,0,0,0,1,0,1,0
Er wordt een verordening voorgesteld met controle- en handhavingsmechanismen.,HybridSumEP,AISurveillance,10,14.142222222222227,18.133333333333333,24.683944555555563,9.700000000000008,16.933333333333334,53.44444444444444,12.486832980505138,4.0,18.118455555555556,0,1,0,0,0,1,0,0,0
Er wordt ook benadrukt dat deze versterkt kunnen worden door een Europees coÃ¶rdinatiemechanisme met nieuwe eisen.,HybridSumEP,AISurveillance,17,12.55764705882353,13.944705882352942,16.00850582352941,35.309411764705914,11.505882352941178,40.529411764705884,10.745966692414834,4.0,18.41205294117647,0,3,0,0,0,0,0,0,0
Er zal ook een systeem opgezet worden om AI-toepassingen met een hoog risico te registreren in een openbare databank voor de EU.,HybridSumEP,AISurveillance,23,11.22636363636364,12.263636363636365,11.18451081818182,53.75954545454549,17.89090909090909,49.27272727272727,15.24744871391589,6.0,19.082245454545458,0,2,0,0,0,0,0,0,0
Hoe deze beoordelingen toegepast en gehandhaafd worden blijft echter vaag.,HybridSumEP,AISurveillance,11,11.91,13.714000000000006,18.871514400000002,27.48500000000002,16.0,40.0,12.486832980505138,3.0,18.3435,0,1,0,0,0,0,1,0,0
De verordening schiet ook tek Politieopdracht moet herdacht worden als bescherming van collectieve veiligheid.,HybridSumEP,AISurveillance,15,13.470000000000002,17.867142857142852,22.40479714285715,23.42500000000002,17.02857142857143,56.857142857142854,13.954451150103322,6.0,20.1209,0,2,0,0,0,1,0,1,0
Veiligheid wordt echter alleen gezien als bescherming tegen criminaliteit en handhaving van de orde.,HybridSumEP,AISurveillance,15,12.62714285714286,14.502857142857145,18.204903571428574,29.467857142857163,14.171428571428573,42.57142857142857,12.486832980505138,4.0,20.1209,0,1,0,0,0,1,0,0,0
"Mensen moeten hun rechten kunnen beschermen door informatieverzoeken, maar er wordt geen rekening gehouden met kwetsbare groepen.",HybridSumEP,AISurveillance,19,15.334117647058822,17.823529411764703,20.850736058823536,15.403529411764733,16.211764705882356,58.1764705882353,13.954451150103322,7.0,18.41205294117647,0,3,0,0,0,1,0,0,0
"Leeftijd, geestelijke vermogen, kansarmoede, geletterdheid en geslacht kunnen invloed hebben op het genot en de uitoefening van rechten.",HybridSumEP,AISurveillance,22,15.030000000000001,17.66166666666667,20.121172944444446,19.36500000000002,18.311111111111114,68.0,15.24744871391589,9.0,20.3193,0,2,0,0,0,1,0,0,0
Controle moet daarom meer zijn dan technische oplossingen en naleving van de wet.,HybridSumEP,AISurveillance,14,7.633846153846157,9.706923076923076,12.679395076923079,63.48615384615385,11.353846153846156,43.769230769230774,10.745966692414834,4.0,18.856684615384616,1,1,0,0,0,1,0,0,0
"Er moet rekening gehouden worden met de dynamische context en praktijken waarin de technologie ingebed is, machtsrelaties van betrokkenen en bescherming van kwetsbaren.",HybridSumEP,AISurveillance,25,16.98,19.558695652173917,19.725772695652175,14.29000000000002,26.59130434782609,70.82608695652175,20.320508075688775,11.0,19.19425652173913,1,2,0,0,0,1,0,0,0
Relationele controle vereist betrokkenheid van de meest kwetsbaren en hun vertegenwoordigers bij beleid en controlemechanismen die algoritmische surveillance als uitgangspunt nemen.,HybridSumEP,AISurveillance,22,20.6952380952381,24.955714285714286,27.589142666666675,-15.908571428571406,21.733333333333334,68.61904761904762,17.491376746189438,10.0,19.71619523809524,0,0,0,0,0,1,0,0,0
Transparantie is essentieel om discriminatie en fouten te voorkomen.,HybridSumEP,AISurveillance,10,16.764444444444447,13.946666666666665,19.457410333333343,-9.100000000000003,16.933333333333334,53.44444444444444,12.486832980505138,4.0,18.118455555555556,1,0,0,0,0,1,0,0,0
In BelgiÃ« weten mensen vaak niet welke algoritmen de overheid gebruikt.,HybridSumEP,AISurveillance,13,8.009090909090911,9.760909090909088,13.581357818181822,57.23363636363637,11.672727272727274,38.27272727272727,10.745966692414834,3.0,18.536645454545457,0,0,0,0,1,1,0,0,0
Er moet een democratische proportionaliteitstoets uitgevoerd worden,HybridSumEP,AISurveillance,7,17.482857142857146,23.114285714285714,31.211143285714293,-17.812857142857137,19.942857142857143,49.857142857142854,12.486832980505138,3.0,19.773699999999998,0,2,0,0,0,0,0,0,0
vooraleer er geÃ¯nvesteerd wordt in technologie door de politie.,HybridSumEP,AISurveillance,10,8.370000000000001,9.004000000000001,12.9916634,52.865000000000016,16.0,50.0,12.486832980505138,4.0,16.7645,0,1,0,0,0,1,0,0,0
"Het WRR AI rapport stelt een AI-coÃ¶rdinatiecentrum voor, waar beleidsdirecties, toezichthouders en uitvoeringsorganisaties regelmatig met elkaar in contact kunnen treden.",HybridSumEP,AISurveillance,23,17.88571428571429,22.264285714285712,24.22922780952382,4.234285714285733,17.923809523809524,54.333333333333336,15.24744871391589,7.0,18.964290476190477,0,1,0,1,0,0,0,1,0
"Methode om burgers te betrekken bij het besluitvormingsproces zijn bijvoorbeeld debatten, raadplegingen, burgerjury's en citizen-science initiatieven.",HybridSumEP,AISurveillance,19,19.49882352941177,23.364705882352943,27.768207823529416,-14.455294117647018,25.623529411764707,75.8235294117647,18.491933384829668,10.0,20.2697,1,0,0,0,0,0,0,0,0
"Door burgers actief te laten meedoen, kan de overheid hun expertise gebruiken.",HybridSumEP,AISurveillance,14,8.756666666666668,10.082500000000003,13.582782250000001,53.65500000000001,14.8,53.666666666666664,12.486832980505138,5.0,18.705866666666665,0,1,0,0,1,1,0,0,0
Volgens de relationele ethiek is het belangrijk dat kwetsbare groepen en gemeenschappen een stem krijgen in de besluitvorming.  ,HybridSumEP,AISurveillance,20,12.407777777777778,15.829999999999998,17.83456422222222,38.165000000000035,16.08888888888889,62.44444444444444,13.954451150103322,8.0,17.687633333333334,1,0,0,0,1,1,0,0,0
In deze bijdrage heb ik gereflecteerd over de vraag of de huidige controle- en handhavingsmechanismen voor algoritmische surveillance aangepast moeten worden.,HybridSumEP,AISurveillance,22,15.07619047619048,19.57285714285714,20.86931295238096,24.3771428571429,17.923809523809524,59.095238095238095,15.24744871391589,8.0,18.212385714285716,0,3,0,0,1,0,0,0,0
Eerst heb ik drie sociotechnische ontwikkelingen besproken die deze mechanismen onder druk zetten.,HybridSumEP,AISurveillance,14,14.895384615384618,15.866153846153843,20.368431,11.424615384615402,17.50769230769231,43.769230769230774,13.954451150103322,4.0,18.856684615384616,0,1,0,0,0,0,0,0,0
Daarna heb ik gekeken naar wat we kunnen leren als we deze mechanismen bekijken vanuit het relationele kader.,HybridSumEP,AISurveillance,19,11.752222222222223,11.381666666666668,12.281371611111116,42.86500000000002,16.08888888888889,40.22222222222222,13.954451150103322,4.0,18.564855555555553,0,2,0,0,0,0,0,0,0
Dit kader biedt interessante mogelijkheden om verder te denken over deze vraag.,HybridSumEP,AISurveillance,13,10.723333333333333,10.8675,14.56275741666667,39.555000000000014,11.466666666666667,28.666666666666668,10.745966692414834,2.0,18.705866666666665,0,0,0,0,0,0,0,0,0
« verschillen in economische dynamiek en beleid.,HybridSumEP,BelgieVsNederland,8,14.283333333333335,12.970000000000006,18.466989333333338,3.3450000000000024,22.400000000000002,56.0,12.486832980505138,3.0,17.092433333333332,0,0,0,0,0,0,0,0,0
Dit is gebaseerd op de emeritaatsrede van Sleuwaegen (2021).,HybridSumEP,BelgieVsNederland,12,7.58666666666667,8.713333333333335,12.924242555555555,56.70000000000001,12.488888888888889,42.333333333333336,10.745966692414834,3.0,18.118455555555556,1,0,0,0,0,0,0,0,0
Nederland scoort hoog op het gebied van kennisintensieve diensten in de export.,HybridSumEP,BelgieVsNederland,13,9.740000000000002,10.8675,14.56275741666667,46.605000000000025,11.466666666666667,37.0,10.745966692414834,3.0,18.705866666666665,0,0,0,0,0,0,0,0,0
Er zijn minder tegenstellingen tussen werkgevers en werknemers in Nederland dan in BelgiÃ,HybridSumEP,BelgieVsNederland,13,12.172307692307694,12.96769230769231,16.750061153846154,30.94769230769233,14.430769230769233,43.769230769230774,12.486832980505138,4.0,17.64206923076923,1,0,0,0,0,0,0,0,0
De economische dynamiek en systeemevolutie in beide landen veranderde na de oliecrisissen in 1973 en 1979.,HybridSumEP,BelgieVsNederland,17,12.037500000000005,13.063749999999999,15.424152875,37.257500000000036,18.900000000000002,47.25,15.24744871391589,5.0,18.24635,0,0,0,0,0,1,0,1,0
"De duurdere olie verlaagde de consumptie en ondermijnde de binnenlandse productie, samen met de goedkopere invoer.",HybridSumEP,BelgieVsNederland,18,10.562500000000004,15.124375,17.996587687500003,47.832500000000024,18.900000000000002,59.75,15.24744871391589,7.0,19.233225,0,0,0,0,0,1,0,1,0
"Het economisch beleid richtte zich op matiging van loonkosten (Akkoord van Wassenaar, 1982).",HybridSumEP,BelgieVsNederland,17,9.44923076923077,12.605384615384615,16.297764923076926,50.47076923076926,14.430769230769233,59.15384615384615,12.486832980505138,6.0,20.0713,0,0,0,1,0,1,0,1,0
Bezuinigingen in de collectieve sector werden gekoppeld aan een beleid dat publieke investeringen en afbouw van consumptieve bestedingen in het overheidsbudget bevorderde.,HybridSumEP,BelgieVsNederland,23,19.27181818181818,21.469545454545454,22.67694686363636,-3.9222727272726985,21.527272727272727,62.90909090909091,17.491376746189438,9.0,19.082245454545458,0,1,0,0,0,0,0,0,0
"Marktprincipes werden toegepast in sectoren die eerder daarvan uitgesloten waren, zoals zorg en onderwijs.",HybridSumEP,BelgieVsNederland,16,15.15571428571429,16.184999999999995,20.30485035714287,11.339285714285731,17.02857142857143,56.857142857142854,13.954451150103322,6.0,17.865185714285715,1,1,0,0,0,0,0,0,0
Dit proces leidde tot verzelfstandiging van publieke activiteiten en privatisering van diensten.,HybridSumEP,BelgieVsNederland,13,16.62333333333334,17.54,22.892546333333335,-2.7449999999999974,18.133333333333333,53.666666666666664,13.954451150103322,5.0,20.021700000000003,0,0,0,0,0,1,0,0,0
"In de jaren '80 en '90 was dit beleid radicaal, maar nu wordt het op een meer pragmatische manier toegepast, met aanpassingen.",HybridSumEP,BelgieVsNederland,27,9.61727272727273,10.979090909090907,9.580915090909091,65.2959090909091,16.072727272727274,40.18181818181819,13.954451150103322,4.0,18.364518181818184,1,1,0,0,1,0,0,0,0
In Nederland waren de prijzen van communicatiediensten in 2019 ongeveer 32% lager dan in BelgiÃ,HybridSumEP,BelgieVsNederland,15,10.713333333333338,11.189999999999998,13.585916000000005,44.97000000000003,11.333333333333336,41.66666666666667,10.745966692414834,4.0,17.012500000000003,1,0,0,0,1,0,0,0,0
"« (Eurostat, 2020)",HybridSumEP,BelgieVsNederland,6,2.890000000000004,7.829999999999998,4.684661999999999,77.90500000000002,0.8,52.0,3.0,1.0,19.5257,0,0,0,0,0,0,0,0,0
"en levensmiddelenprijzen in 2017 gemiddeld 12% lager (Prijzenobservatorium, 2018)",HybridSumEP,BelgieVsNederland,12,16.764444444444447,19.18,25.990578111111112,-9.100000000000003,12.488888888888889,42.333333333333336,10.745966692414834,3.0,18.118455555555556,0,0,1,0,0,0,0,0,0
"Er werden ook veel nieuwe jobs gecreÃ«erd in de kwartaire sector, die sterk afhankelijk is van overheidsfinanciering.",HybridSumEP,BelgieVsNederland,21,11.752222222222223,13.213333333333331,14.567980333333335,42.86500000000002,11.644444444444446,34.66666666666667,10.745966692414834,3.0,17.687633333333334,1,1,0,0,0,1,0,0,0
De verschillen in aanpak tussen BelgiÃ« en Nederland zijn duidelijk te zien in de statistieken en grafieken.,HybridSumEP,BelgieVsNederland,19,10.47529411764706,12.005294117647061,13.587390705882356,50.2388235294118,16.211764705882356,46.41176470588235,13.954451150103322,5.0,18.41205294117647,1,0,0,0,0,0,0,1,0
"In tegenstelling tot de EU als geheel en Nederland in het bijzonder, is er in BelgiÃ« de laatste twee decennia zelfs een licht toenemende intensiteit (Eurostat 2021).",HybridSumEP,BelgieVsNederland,32,13.29555555555556,15.619999999999997,12.502625814814817,47.83000000000001,19.68888888888889,56.62962962962963,16.41640786499874,8.0,18.426440740740745,1,0,0,0,1,1,0,0,0
Het verschil in overheidsaanpak uit zich ook in minder regelgevingslast in Nederland in vergelijking met BelgiÃ,HybridSumEP,BelgieVsNederland,16,14.250000000000004,14.829999999999998,17.629097,21.39500000000002,13.9,47.25,12.486832980505138,5.0,15.285725000000001,0,0,0,1,0,1,0,1,0
Nederland steeg in de World Economic Forumrangorde van competitiviteit naar de vierde plaats in 2019.,HybridSumEP,BelgieVsNederland,16,9.140000000000004,13.074000000000005,15.937856399999998,56.25000000000003,8.666666666666668,41.66666666666667,8.477225575051662,4.0,17.012500000000003,0,0,0,0,0,0,0,0,0
Er is een duidelijke verbetering in prestaties tussen Nederland en BelgiÃ« sinds de jaren '90.,HybridSumEP,BelgieVsNederland,18,9.140000000000004,10.248000000000001,12.4099458,56.25000000000003,14.0,41.66666666666667,12.486832980505138,4.0,18.06516666666667,1,0,0,0,0,1,0,0,0
"Het responsabiliseringsbeleid, waarbij financiÃ«le prikkels werkgevers en werknemers aanzetten om ziekteverzuim te beperken, speelt hierbij een belangrijke rol.",HybridSumEP,BelgieVsNederland,23,18.525263157894738,22.527368421052635,25.657722789473688,-3.9131578947367984,24.442105263157895,76.89473684210526,18.491933384829668,11.0,20.368900000000004,0,0,0,1,0,0,0,1,0
De onderstaande figuren geven logisch weer hoe Nederland beter presteert op verschillende creatieve processen.,HybridSumEP,BelgieVsNederland,15,13.470000000000002,17.867142857142852,22.40479714285715,23.42500000000002,17.02857142857143,71.14285714285714,13.954451150103322,8.0,18.99304285714286,0,0,0,0,0,1,0,1,0
"Dit geldt ook voor handelsmerken die als signaal van de kwaliteit van het product worden gebruikt, vooral in de dienstensector.",HybridSumEP,BelgieVsNederland,22,11.68,13.532999999999994,13.883042300000003,46.945000000000036,16.0,50.0,13.954451150103322,6.0,18.8395,0,1,0,0,0,0,0,0,0
"« en Nederland presteren even sterk in export, met een export/BBP verhouding boven de 80%.",HybridSumEP,BelgieVsNederland,17,7.566666666666666,8.364,10.058005399999999,67.53000000000003,11.333333333333336,35.0,10.745966692414834,3.0,17.012500000000003,0,0,0,0,0,1,0,0,0
"In BelgiÃ« werken meer dan Â¾ van de werknemers in dienstensectoren (79% in 2018, Statbel), waarvan een groot deel in de non-profit sector (36%).",HybridSumEP,BelgieVsNederland,32,9.503333333333334,12.550000000000004,10.405697333333336,69.67500000000003,14.600000000000001,44.83333333333333,12.486832980505138,5.0,17.985233333333333,0,0,0,0,1,0,0,0,0
"De productiviteit in de industrie is 1,5 keer groter dan in de diensten.",HybridSumEP,BelgieVsNederland,14,5.041428571428572,5.082857142857144,6.445201571428573,83.85357142857144,14.171428571428573,35.42857142857143,12.486832980505138,3.0,16.73732857142857,1,0,0,0,0,0,0,1,0
"Een studie toont aan dat de prijzen van diensten tussen 1998 en 2019 (voor de coronacrisis) 7% hoger stegen dan die van goederen (Maes, 2019).",HybridSumEP,BelgieVsNederland,31,9.264,11.982400000000005,9.122243240000007,73.17200000000001,14.8,41.0,12.486832980505138,4.0,20.0349,0,0,0,0,0,0,0,1,0
"In BelgiÃ« worden veel diensten gefinancierd door de overheid, waardoor de prijszetting voor de consument weinig transparant is.",HybridSumEP,BelgieVsNederland,21,12.407777777777778,15.829999999999998,17.83456422222222,38.165000000000035,20.53333333333333,56.888888888888886,16.41640786499874,7.0,17.687633333333334,1,1,0,0,1,1,0,0,0
"Economische bevoegdheden liggen bij de Vlaamse, Waalse en Brusselse gewesten.",HybridSumEP,BelgieVsNederland,12,9.55,14.655999999999999,20.047484600000004,44.40500000000001,12.0,60.0,10.745966692414834,5.0,19.9225,0,0,0,0,0,0,0,0,0
Overheidsconsumptie heeft volgens een NBB-studie negatieve gevolgen.,HybridSumEP,BelgieVsNederland,8,15.797142857142859,23.114285714285714,31.211143285714293,-5.727142857142819,14.228571428571428,78.42857142857143,10.745966692414834,5.0,19.773699999999998,0,1,0,0,0,1,0,0,0
"Nederland staat op de 5e plaats op de World Happiness Index, BelgiÃ",HybridSumEP,BelgieVsNederland,13,2.8566666666666656,6.157499999999999,8.682906416666672,95.95500000000001,4.800000000000001,28.666666666666668,3.0,2.0,17.390033333333335,0,0,0,0,0,0,0,0,0
